description,subcategory,,a
Crew closed the metallic seal by mistake when sealing the duty free cart into DXB,Seals,,81
Item number 2177(Armani perfume) missing from duty free cart number 116 drawer 12,Duty Free Items,,81
"Duty Free Item Missing  Item Number, 2115 Little Travellers Drawer 08 was missing",Duty Free Items,,81
DF was done but nil sales   R1 410280 Winnie Kajumbi and L2 433620 Sena Koshimoto,DF Done Nil Sales,,81
HHC not stowed back into the duty free cart before sealing it HHC from DF843 cart,Equipment,,81
DF1104 have a missing item at the draw 12   The item number is 2139   RFID wallet,Duty Free Items,,81
"IFE not working    IFE (seat box) done 3 times, ands system was still not working",Duty Free Items,,81
Both remote control in the IFE system of Ms Korobova seated in 6B was not working,DF not done,,81
IFE Inoperative   During boarding the customer complained his IFE was inoperative,Equipment,,81
DF 618 Hand Held Computer did not turn off Some of the buttons also did not work,Equipment,,80
Hand held computer in df cart DF102 defective; impossible to log into the flight,Equipment,,80
DF 643 item 2115 Little Travellers Embroidered Stickers from drawer 8 is missing,Duty Free Items,,80
Df cart 227 hand held computer batteries both dead Unable to print closing stock,Duty Free Items,,80
Item 2152 7 Maserati Potenza Watch MISSING on DF cart 1164 FG1 operating in JCls,Duty Free Items,,80
"There was one additional item in DF Cart 946, drawer no 5 Playing cards, no 2121",Duty Free Items,,80
"DF cart 001  Item 2172 from drawer 4 and item no 2171 from drawer 7,both missing",Duty Free Items,,80
Seal was missing from Duty Free Cart DF637 This cart was stowed near UL2 station,Seals,,80
Duty free item missing  duty free cart no 065 item no 2110 5 quantity 02 missing,Duty Free Items,,80
"Item 2147 drawer 7 Pierre Cardin gents watch, pens and wallet missing from df663",Duty Free Items,,80
"ITEM MISSING   Duty free item 2114 10 missing from drawer 10, duty free cart 871",Duty Free Items,,80
"Item 2153 1, OGON   Carbon Card Clip was loaded Opening stock stated 0 available",Duty Free Items,,80
"One of the item2114 7 from DF963 is missing Witness is Saduf Gul, staff no317321",Duty Free Items,,80
Missing Item 2117 Drawer 03 was found in a different drawer   DF cart number 144,Duty Free Items,,80
DF cart 195 drawer 8 item 2084 tom ford tuscan leather found plastic warp broken,Duty Free Items,,80
"Item 2053, Naninni Reading Glasses from drawer no 3, DF cart no 026 were missing",Duty Free Items,,80
during security search I noticed seal of the duty free container 867 was missing,Seals,,80
"Two of item number 2115 are missing from duty free cart number 048 , container 9",Duty Free Items,,80
Inoperative HHC  HHC 2120591 was inoperative  DF cart  527  The screen was blank,Equipment,,80
Missing item number 2119 drawer 5 (Estee Lauder miniatures)   DF cart number 368,Duty Free Items,,80
HHC LEFT OUT: HHC number CE0560 (1492) left out from duty free cart number DF613,Equipment,,80
customer claim that he found banana skin and the desert cover inside his kit bag,Equipment,,80
Cabin crew Kamal 4470086 accidentally spilled mango juice on the customer's seat,Seals,,80
Duty free Magazines are the new ones but the Duty free carts have the old stock,Duty Free Items,,79
Closing seal was missing from DF 806   Only 2 seals were found insode the pouch,Seals,,79
Duty free item number 1903 Bulgaria man in black EDT was missing from drawer 11,Duty Free Items,,79
DUTY FREE CART 280 HAND HELD COMPUTER CARD FUNCTION NOT WORKING   SERIAL NUMBER,Equipment,,79
Missing item in Duty Free container 10 item number 2145 in Duty Free Bar no 956,Duty Free Items,,79
Missing duty free item   DF 1136 Item number 2189 missing from drawer number 11,Duty Free Items,,79
Item 2115 Little travellers embroidered in drawer 08 was missing in DF cart 322,Duty Free Items,,79
duty free item missing Draw 01 Item no 2097 Witnessed by Alice Muiruri (405597),Duty Free Items,,79
Item no 2026 Cartier la panther drawer no 9 found missing duty free cart no 852,Duty Free Items,,79
BA0J473 was encountering an error when logging out( DF 916)  No sales were done,Equipment,,79
Missing Item  DF 831 Drawer 8 Item  2115 Little Travellers Embroidered Stickers,Duty Free Items,,79
Duty free items in cart 668 were from the old magazine And in different drawers,Duty Free Items,,79
Duty free item (2122 Goof Proof Eyebrow Duo Set) is missing from the cart DF148,Duty Free Items,,79
Item:2145 Daniel Wellington Classic Petite Melrose Watch is missing from DF:921,Duty Free Items,,79
Duty free cart 146 not closed through the hand held computer on previous sector,DF not done,,79
Duty free cart 146 not closed through the hand held computer on previous sector,DF not done,,79
RE: CREW DOING DUTY FREE   The duty free from R1 was operated by Jillian 438426,Paper Work,,79
the Upgrade Universal credit Card Charge forms were not loaded in both DF carts,Paper Work,,79
One duty free item was missing from drawer 10 (1949) skross pro light world usb,Duty Free Items,,79
Upon checking the Duty Free cart 077 drawer 11 I found item no 2168 was missing,Duty Free Items,,79
Customers requested the toiletry bag Customers requested toiletry bag (kit bag),Equipment,,79
Customer didn't get preferred meal choice Email address: najmacassim97@gmailcom,Special Offers,,79
Approximately 30 customers didn't get their preferred choice which was the beef,Seals,,79
IFE INOP     On ground in LCA Ms Galea informed us that her IFE stopped working,Duty Free Items,,79
DF cart  002 Drawer 2 item  1719 item missing Drawer 3 item  1900 item missing,Duty Free Items,,78
DF container no 599 drawer 10 Item no 2114 (Emirates Key Chain)   missing item,Duty Free Items,,78
HHC NOT RETURNED TO DUTY FREE CART 456    Handed over to DF upon arrival in HQ,Equipment,,78
Duty free item no1719 from drawer 2 and item no 1900 from drawer 3 are missing,Duty Free Items,,78
"DF1130 hand held computer was not starting, no sales, I forgot to do paperwork",Equipment,,78
"HHC was not working in DF486, therefore it was not able to check opening stock",Equipment,,78
Crew member Alejandro sn 414355 stated that item no 2115 (drawer 8) is missing,Duty Free Items,,78
missing metal seal metal seal was replaced by green seal nA016055707 on DF1010,Seals,,78
NO DUTY FREE PLACARD       There was no Duty Free placard found on card nr 155,Special Offers,,78
Duty free item EKD 2052 was open from its original package! Duty free card 499,Duty Free Items,,78
DF 960 excess item    excess item 1983 Ladies Wrap Ink Blots Pink in drawer 10,Duty Free Items,,78
CUSTOMER COMPLAINT  Mr Pook complaint that the lamb pie served to him was cold,Equipment,,78
Crew meals loaded in J classNo vegetarian choice for crew out of all hot meals,Equipment,,78
Customer complained the IFE is INOP for 36F and 36G Customers seemed not upset,Seals,,78
CUSTOMER DID NOT ORDER AVML       Customer claimed that she did not order AVML,Duty Free Targets,,78
Duty free cart no 203 7501076773 seals swapped with no 204 seal no 7501076778,Seals,,77
Handheld computer was not working DF cart no 512 Paper work done for the same,Equipment,,77
Duty free items loaded were different from the ones show in the new magazines,Duty Free Items,,77
"Perfume leaking  In duty free cart number 484, item 1931 8 perfume is leaking",Duty Free Items,,77
"Excess of an item 2051 Naninni Reading Glasses 15 in a drawer number 6, DF391",Duty Free Items,,77
Df 067 item 2187 perfume Creed Vikings edp 100ml missing from drawer number 4,Duty Free Items,,77
Pierre Cardin ladies watch & jewellery set item No1978 in drawer 5 is missing,Duty Free Items,,77
I was operating DF 605 and the Handheld computer  BA   01084   in it was INOP,Equipment,,77
One item 1845 Garden collection by Hermes was missing from the duty free cart,Duty Free Items,,77
DF074 Drawer 10 Item2140 is showing nil stock on HHC but loaded in the drawer,Duty Free Items,,77
IFE INOPERATIVECustomer complained after the breakfast of the IFE not working,Duty Free Items,,77
Hand held computer for Duty free cart no 881 was inoperativeSerial no 2121937,Duty Free Items,,77
Tray table was a bit stuck and needed to pull a bit stronger to be pulled out,Equipment,,77
R1 crew : s169842  Paula Valencia Mejia   L2 crew : s423557  Camilla Letizia,DF Done Nil Sales,,76
MISSING DUTY FREE ITEM Duty free item 2057 is missing from cart 102 drawer 7,Duty Free Items,,76
DF cart no 266 ISR no 118061720002 Item number 2115 is missing from drawer 8,Duty Free Items,,76
DF cart 195 drawer 8 item 2084 tom ford tuscan leather plastics cover broken,Duty Free Items,,76
The HHC in DF 1007 is not working It couldn't be switched on HHC No ET 00684,Equipment,,76
DF 975             Cart number 975 is missing item 1573 from drawer number 9,Duty Free Items,,76
"Both HHC batteries flat, could not switch on   no note left by previous crew",Equipment,,76
Missing item Missing duty free item number 2113 from drawer 11 and cart 1137,Duty Free Items,,76
The action clip is missing from item misfit shine2 no1934 8 DF container 035,Duty Free Items,,76
Missing metal seal  Duty free cart number DF 113 was missing 1red metal seal,Seals,,76
Iuliana Nicula (453419) was MR3 and opened duty free cart 281 instead of 282,Equipment,,76
"Accidentally damaged the green seal (a017611542),while sealing the container",Seals,,76
Card number 923 crew member used Dubai seal before inserting DF pouch inside,Equipment,,76
DF 1150 drawer number 07 item number 2152 Maserati potenza Watch was missing,Duty Free Items,,76
I forgot to log out of the Hand Held Computer in Duty Free cart number DF579,DF Done Nil Sales,,76
"Duty free item no 2115, drawer 8, cart no 991 found missing  HHC not updated",Duty Free Items,,76
CANCEL SFML    Please cancel SFML from her profile as per customer's request,Equipment,,76
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
Duty free cart did not go in the cabin   Service was done at top of descent,DF not done,,75
Item missing from DF 1152 Item number 2115 was missing from drawer number 8,Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
"Duty free no 490 was open, however the HHC displayed message of no RAM card",Equipment,,75
"Item 1903 from drawer 11 was missing from DF447 Anna, 401853, was a witness",Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
DF 457 Item Nr2084 (Perfume; Tom Ford Tuscan Leather) Item was found opened,Duty Free Items,,75
DF item 2190 12 was found while conducting opening plastic cover was opened,Duty Free Items,,75
DF cart 195 drawer 8 item  2084 tom ford tuscan leather plastic cove broken,Duty Free Items,,75
DF cart 195 drawer 8 item 2084 Tom Ford Tuscan Leather plastic cover broken,Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
Incorrectmissing opening and closing seal numbers for Duty free cart DF1010,Seals,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
Item no 2122 01 Benefit Goof Proof Eyebrow Duo Set missing from Cart no 361,Duty Free Items,,75
"Found an 01 extra Duty Free item (Item  1922, Drawer 5) in the cart DF 1139",Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
Missing duty free item: Drawer 11    Item 2128    PC Interchangeable Bangle,Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
HHC noBA00754 in Dutyfree carte no1105 is INOP because there is no Ram card,Equipment,,75
"DF items missing in sector EZE to GIG, DF 369   Items no (2090  2134  1971)",Duty Free Items,,75
Item 2097 1 was defective and could not be sold   DF cart 580   DF Cart 579,Duty Free Items,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
DUTY FREE TARGET NOT MET:   The duty free target was not met on this flight,Duty Free Targets,,75
Broken mini bar glass Customer found a broken glass on the mini bar display,DF not done,,75
Customer's preferred meal choice (beef) was not available for lunch service,Seals,,75
Customer's IFE was inoperative  Customer sat on the crew soft blocked seats,Duty Free Items,,75
After take off few customers complained about the IFE system About 10 seats,Duty Free Items,,75
One bag of the new style lettuce was insufficient for our 9 customers today,Seals,,75
SPECIAL DINING      Customer requested to be served 3 hours into the flight,Duty Free Targets,,75
Duty free Missing item  Drawer 6  item: 2080 (Eli Saab Girl)  Cart: DF 168,Duty Free Items,,74
Duty free target met and exceeded   target: AED1400   Total sales: AED3795,Duty Free Targets,,74
Duty free item 2145 from drawer 10 is defective Duty free cart number 1027,Duty Free Items,,74
Combined sales for this flight amounted to AED 8450 and target is AED 4000,Duty Free Targets,,74
DF cart number 1095 the cart was broken (cracked top to bottom vertically),Seals,,74
Handheld Computer Inop   DF 823 Handheld screen frozen   shows saving data,Equipment,,74
DF cart no945 Drawer no06 Item no 2061 Was missing from the duty free cart,Duty Free Items,,74
"Item missing number 2098(Swarovski georgine pendant), drawer 1,DFcart 1024",Duty Free Items,,74
Duty free items discrepancy between magazine provided and actual cart load,Duty Free Items,,74
on trip ACC ABJ EK787 305 item 2005 was missing from drawer 5 DF cart 1058,Duty Free Items,,74
Crew Ellen(452617) accidentally left 2items outside the cart after sealing,Seals,,74
Item number 1964 was missing from drawer 11 ((DF 089)) stowage 142M12M102A,Duty Free Items,,74
DF number: 059 Item no: 1973(stroili Mahè Cuff Ring) Staff number: 455320,Duty Free Items,,74
Duty free item number 2074 1 Benefit brow duo set is missing from the cart,Equipment,,74
During cabin preparation for landing customer refuse to wear the seat belt,Equipment,,74
Customer requested smoothie This was not available as it had been consumed,DF not done,,74
IFE  Miss Faucheur screen was inop Contact details: Faucheuraline@gmailcom,Duty Free Targets,,74
Brown jacket was received as precious cargo Locker stowage waybill  157990,Equipment,,74
IFE INOP   After take off MrSan Antonio complained that his IFE was faulty,Equipment,,74
SPML cold     Miss Cuthel sent her special meal back stating that its cold,Special Offers,,74
Item No 1922 Cufflinks by Centurio Italy missing from cart DF145 drawer 5,Duty Free Items,,73
Item 2152 drawer n7 : Maserati Potenza watch missing Witness Alice 417777,Duty Free Items,,73
Excess item  Duty free item 1934 Drawer number 08 Duty free container 502,Duty Free Items,,73
HHC didn't function after battery replacement Error message was displayed,Equipment,,73
Missing DF Item       Item 2120 playing card1 from drawer 8   DF Cart 080,Duty Free Items,,73
Missing Item   Item number 1524 7 (Aviator Watch) was missing from DF 133,Duty Free Items,,73
Item number 2128 Df 601 Item is defective   part of the bracelet detached,Duty Free Items,,73
Duty free item no 2115 was found missing when I opened the duty free cart,Duty Free Items,,73
Customer stated the Chicken Baharat choice of the menu doesn't taste good,Equipment,,73
df 001 drawer 2 missing item ref 1719 and drawer 3 missing item ref 1900,Duty Free Items,,72
INOP HHC  DF  073  HHC serial  2120625  The HHC computer was not working,Equipment,,72
Item missing in drawer 05 item 2110 (little travellers key chain) DF 831,Duty Free Items,,72
Y class opening and closing seals were not matched with HHC seal numbers,Seals,,72
ITEM 2115 LITTLE TRAVELLERS FROM DRAWER 6 DUTY FREE CART 030 WAS MISSING,Duty Free Items,,72
Item number 2115 from drawer 8 is missing from duty free cart number 686,Duty Free Items,,72
HHC INOPERATIVE   HHC nbr BA00792 from DF 228 was not uploading   B 6117,Equipment,,72
DUTY FREE ITEM MISSING DF item 2114 10 was missing from DF container 871,Duty Free Items,,72
Duty free item 1948 drawer 11 (Reload 5HP 5000mAH by SKROSS) was missing,Duty Free Items,,72
MIssing item   Item number 21158 was missing from cart with number DF313,Duty Free Items,,72
Duty free 266 with drawer 8 missing item  2115 little travellers sticker,Duty Free Items,,72
Missing metal seal from the HHC pouch from DF cart 953 HHC pouch damaged,Seals,,72
hhc looks like it has been dropped and smashed in 2 places For cart 1087,Seals,,72
"One of the duty container economy class,one of the orange seal is broken",Seals,,72
ACCIDENTALLY TRANSFERRED IN EXTRA ITEM TWICE (2097 1) AND SOLD ITEM ONCE,Duty Free Items,,72
Item missing       Item number 2114 7 (Remove before flight key) missing,Duty Free Items,,72
Duty free cart number 433 was missing the two containers that go with it,Duty Free Items,,72
DF cart number 239 HHC NO 2120493 HHC did not work and needs to be fixed,Equipment,,72
Missing item: Item number 2170 drawer number 4 Duty Free Cart number 241,Duty Free Items,,72
DUTY FREE  NO CF CARD WAS INSIDE MACHINE  DF 087  MACHINE NUMBER 2120566,Equipment,,72
Duty Free target AED 2000 Duty Free sales achieved by CC Robert AED 2610,Duty Free Targets,,72
Item no 2122 Goof Proof Eyebrow Duo Set was found missing in drawer no 2,Duty Free Items,,72
LANDING CARD NOT AVAILABLE there were no landing cards loaded from dubai,Duty Free Items,,72
Seats 47AB and 48AB were hard blocked for crew rest due to the STCR case,Duty Free Items,,72
Customer claimed she cut her finger because of the sharp edge of the bin,Duty Free Items,,72
IFE NOT WORKING     Customers IFE stopped working shortly after take off,Duty Free Items,,72
DF641 HHC battery is flat in the last sector of the multi sector flight,Equipment,,71
DF ITEM MISSING: DF cart 369  Item 18405Gold ice cube set found missing,Duty Free Items,,71
Wrong DF Magazine Loaded Old DF magazine were loaded at customers' seat,Duty Free Items,,71
duty free item DF 1006 1948 drawer 11 ( Reload 5HP 5000mAH) was missing,Duty Free Items,,71
"Duty free carts 414 missing item from drawer number 5, item number 2063",Duty Free Items,,71
Df operators  Florence Kirima staff 406756  Simona Capkova staff 434541,DF Done Nil Sales,,71
Df operators  Florence Kirima staff 406756  Simona Capkova staff 434541,DF Done Nil Sales,,71
Preferred seating   Customer preferred to seat next to travel companion,Equipment,,71
Ms Cochran was unable to sign in to the Wi Fi on EK 449 from AKL to DXB,Duty Free Items,,71
SHORTAGE OF WATER GLASSES      There were not enough for pre departures,Duty Free Items,,71
SEAT RECLINE     Customer seat cannot be reclined throughout the flight,Equipment,,71
"Missing Duty free item number   1973, Drawer 12, DF Cart Number  DF153",Duty Free Items,,70
"item number 2179 4,transferred out from DF 180 and not recorded on HHC",Duty Free Items,,70
HHC was not working at all during the flight Could not open HHC DF 654,Equipment,,70
Duty Free cart 636   Drawer 11   Item   2012   skeleton gear   missing,Duty Free Items,,70
Duty Free item 2097 was transferred out from Duty free cart 666 to 665,Equipment,,70
Missing item   1945 8 Description   Transonic card guard DF no   DF369,Duty Free Items,,70
Item 2097 1 TRU VIRTU Wallet had a broken switch   Item in DF Cart 160,Duty Free Items,,70
On DXB DEL DXB my HHC didn't work and I couldn't operate the duty free,Equipment,,70
DF672 drawer no 7 item no 2147 missing Item is a PCardin (G) watch set,Duty Free Items,,70
DF672 drawer no 7 item no 2147 missing Item is a PCardin (G) watch set,Duty Free Items,,70
Missing drawer 9&10  Df cart no 567  Catering officer said unavailable,Duty Free Items,,70
Duty Free Card     No Duty Free card listed for this trip EK747748 TUN,Duty Free Targets,,70
Duty free for the YC was allocated to JC crew member : Aziz ( 433951 ),Special Offers,,70
DF item number 2165 perfume Chloe was leaking from DF cart number 1003,Duty Free Items,,70
Item number: 2078 Givenchy Songe Preecieux was missing from Drawer: 07,Duty Free Items,,70
JC   IFE reset  Customer Mrs Stacy Fox had her IFE re booted few times,Seals,,70
FC soup bowls not loaded ex Dxb therefore not reloaded by Mla catering,Duty Free Items,,70
Only one Illy caffeinated espresso pod was left for J class at landing,Seals,,70
IFE DEFECTS       On ground customer complained that her IFE is frozen,Seals,,70
During closing the duty free cart (DF 809) one of the seal got broken,Seals,,69
I accidentally sealed the duty free cart (DF 683) with the metal seal,Seals,,69
DUTY FRESS ITEMS MISSING  CART NO 528 Missing two items from drawer 6,Duty Free Items,,69
HHC of Duty free cart noDF171 did not work I could not open the stock,Equipment,,69
ITEM NO 2034 BUCKLEY BRACELETS   WAS MISSING FROM DRAWER 8 DF CART 34,Duty Free Items,,69
Item Not Found   Duty free item: 2110 from DF1155 missing on takeover,Duty Free Items,,69
HHC for DF557 does not shut down after signing out   ISR 118121080002,Equipment,,69
"DF 084, from Revlon lipstick set  2151 1 the plastic wrap was removed",Duty Free Items,,69
Duty free item number 2018 is missing from drawer number six in DF544,Duty Free Items,,69
Duty free cart no 1059 had ram card missing in the hand held computer,Equipment,,69
HHC not working L2 number BA01465 DF 534  HHC not loading information,Equipment,,69
There was a full cart and 50 hot meals not used for the both services,Equipment,,69
AVML Request  Customer would like to have a AVML on his return sector,Duty Free Items,,69
"Aladin, staff  379399 did not bring his winter coat on today's flight",Duty Free Items,,69
"managed to open the flight in AKL, however we didn't get FLIGHT FINAL",Duty Free Items,,69
Item 2097 TRU VIRTU Click Slide was missing from DF cart 918 drawer 1,Duty Free Targets,,69
Customers hot meal VGML was delivered to another customer by the crew,Seals,,69
NIL sales report     No duty free sales were recorded on this sector,DF Done Nil Sales,,68
Item number 2152 was missing from drawer number 7 DF cart number 173,Duty Free Items,,68
Item number 2191 was missing from drawer number 3 DF cart number 174,Duty Free Items,,68
"Item number 2034 , from drawer number 8, cart number was missing 436",Duty Free Items,,68
DF 665 Drawer nr 8 Item nr 2115 Little travel embroidery was missing,Duty Free Items,,68
Duty cart DF914 had different seals numbers than the ones on the HHC,Seals,,68
Duty free item 2191 from drawer 3 is missing from the duty free cart,Duty Free Items,,68
DF 127 Item No 2137 3 EK Dual USB Charger   found NIL instead of ONE,Duty Free Items,,68
Missing Item 2104 PANDORA Classic Starter Bracelet drawer no 5 DF163,Duty Free Items,,68
In DF cart DF639 in drawer 10 two items (2048 and 1946) were missing,Duty Free Items,,68
"DF TARGET 2,000     Sales for only 500 aed amongst both DF operators",Duty Free Targets,,68
On Inventory stock count Item No 2182 Drawer10 Df No 971 was missing,Duty Free Items,,68
Item 2140 Belroy Belk Travel Wallet from drawer number 10 is missing,Duty Free Items,,68
IBDN MESSAGE IBDN message received 1 hour after takeoff and actioned,DF not done,,68
Fainted  In the middle of the flight Ms Tan fainted next to MLR door,Duty Free Items,,68
VGML request   Customer would like to order a VGML on future flights,Equipment,,68
SPECIAL MEAL     As per customers request please add AVML to profile,Equipment,,68
CUSTOMER CLAIMED HE DID NOT PRE ORDER AN AVML AND HE DID NOT WANT IT,DF not done,,68
"Item 2114 11 was missing upon counting DF 1044, Morgan & oats scarf",Duty Free Items,,67
missing item on duty free 611 item number 1974 anti radiation patch,Duty Free Items,,67
Missing item 1948   Reload 5HP 500m in Drawer 11 Duty Free cart 975,Duty Free Items,,67
Item number 802 from drawer 10 in the duty free cart 880 is missing,Duty Free Items,,67
DF254 Drawer 05  2107: Buckley Russian Sparkle Pendant& Earring Set,Duty Free Items,,67
The seals the duty free cart DF059 doesn't match with the HHC seals,Seals,,67
Missing item DF068 drawer 06 Item number 2951 Naninni Reading glass,Duty Free Items,,67
Missing item DF266 Drawer 08 Item:2115 Little Travellers Embroidere,Duty Free Items,,67
Hand held computer   RAM card not actrivating   Duty free cart 1057,Equipment,,67
30 survey forms handed out 30 collected: 19 filled out  11 unfilled,Seals,,67
Customer unhappy that crew didn't warm up her food in the microwave,Duty Free Items,,67
MISSING ITEM             Duty item item 2115 8 missing from DF 404,Duty Free Items,,66
Item 2120 8 is missing from DF 079 Witness: 429890 Aimee Mccaffrey,Duty Free Items,,66
Item misplaced  DF 942 Duty free items was placed in wrong drawers,Duty Free Items,,66
Item no 2069 is missing from drawer no11 duty free cart number 374,Duty Free Items,,66
DF 1089 missing item  1935 Cuff by Les Georgettes drawer number 06,Duty Free Items,,66
RE : 2137 3 Emirates Dual USB Charge missing in DF cart Number 066,Duty Free Items,,66
The HH computer was not operative on the Duty Free with number 079,Equipment,,66
HHC DF 070 forgot to transfer out item 1592 from drawer 1 to DF 69,Paper Work,,66
HHC in duty free cart number DF821 was not working  HHC SN BA00749,Equipment,,66
HHC in duty free cart number DF821 was not working  HHC SN BA00749,Equipment,,66
2139 BELROY WALLET MISSING DRAWER 12 HHC WAS INOPERATIVE TO AMMEND,Duty Free Items,,66
DF218 Item 2110 its package was defected All items were inside (5),Duty Free Items,,66
DF 937 HHC BA01249 battery flap cover broken and tapped from Dubai,Equipment,,66
Customers Feedback Customers were happy with the service delivered,Duty Free Items,,66
SPML Request  Please provide 1x NLML for Mr Brogan's onward flight,Seals,,66
"Did not get flight final ex DXB CSV's tablet, flight was finalized",Equipment,,66
TIME UNAVAILABLE TO CONDUCT DUTY FREE SALES    As mentioned above,DF Done Nil Sales,,65
Note left from previous crew to inform me that HHC is inop ET0075,Equipment,,65
"DF target for the sector was 2,000 aed  Total sales for 2,100 aed",Duty Free Targets,,65
Emilia(403789) logged in HHC(DF316) which belongs to ML3 position,Equipment,,65
Missing Duty Free Item: Drawer 4   2179: 1 Million Lucky EDT100ml,Duty Free Items,,65
"HHC 2120496 in cart DF127 card swipe INOP, unable to search items",Equipment,,65
Duty free item missing  DF280 had item 2115 from drawer 8 missing,Duty Free Items,,65
The Little Travellers Embroidered Stickers in Drawer 8 is missing,Duty Free Items,,65
Batteries were empty   DF 457  During sale HHC run out of battery,Equipment,,65
crew member Fabrizio Cefalu staff no:451301 was pulled out as GR1,Duty Free Items,,65
Bon voyage cake was offered to the lady customer from Mr Mohammed,Equipment,,65
SEAT SWAP   Customer requested to swap seats for personal comfort,DF not done,,65
HHC DF 494 printer does not print   HHC shows unknown error code,Equipment,,64
HHC number 2120559 from DF cart number 488 is INOP (card reader),Equipment,,64
HHC number ET00995 credit card reader in cart DF 422 inoperative,Equipment,,64
"duty free item missing 2115 from drawer 8, duty free cart nr 401",Duty Free Items,,64
One of metal seal for dutyfree container DF019 was not available,Seals,,64
DF item n1963 3 from the cart 1158 found missing after the count,Duty Free Items,,64
DF machine defective AN00096   HHC could not print automatically,Equipment,,64
DF item 2187(Creed perfume) from DF524 drawer 4 was found opened,Duty Free Items,,64
DF CART NO'S 639640 out of the 4 batteries 3 are dead completely,Equipment,,64
HHC  BA 01321 cannot be switched off Screen displays saving data,Equipment,,64
"NIL SALES   Duty free done, NIL sales either sector: DXB KWI DXB",DF Done Nil Sales,,64
EK 088 ZRH  DXB DF 434 ONLY 2 METAL SEALS WAS FOUND IN THE POUCH,Seals,,64
Both DF HHC's were INOP   There was no customers requests for DF,DF not done,,64
No time to count duty free items but however the sales were made,Equipment,,64
DF 424 HBC inop while using it Battery cover is missing from HHC,Equipment,,64
The duty free hand held computer was broken from previous sector,Equipment,,64
no orange seals were loaded to seal the Duty free carts into SIN,Seals,,64
DF 276 ITEM 2005 slake beige dot bracelet missing from drawer 05,Duty Free Items,,64
DF 630   Does not print   Visible sticker no 212049 (it is torn),Equipment,,64
FAK OPENED Crew had diarrhoea during the flight Opened FAK at L1,Duty Free Items,,64
8 minutes delay due to cargobaggage loading25 minutes due to ATC,Special Offers,,64
Fish curry  High demand was noticed on the fish curry 60% loaded,Equipment,,64
DF684 Item no1945 (transonic card guard) from draw 8 is missing,Duty Free Items,,63
Unavailable to logout the hhc for the duty free cart number 600,Equipment,,63
Item  2111 Missing   DF 946 was missing item 2111 from drawer 8,Duty Free Items,,63
Missing item : Transonic card guard No : 7945 8 DF cart : DF369,Duty Free Items,,63
Item number 2141  Morgan Oates gradient female scarf was excess,Duty Free Items,,63
"DF 564 ,2115 8 little travellers embroidered sticker is missing",Duty Free Items,,63
Duty free cart 545 seals match the seals for 546 and vice versa,Seals,,63
hand held computer inoperative hand held computer number BA1215,Equipment,,63
DF item nbr 2160 is missing from drawer nbr 8 in the DF166 cart,Duty Free Items,,63
Item missing from DF 1115 cart 1881 Very Voluptuous Lip Plumper,Duty Free Items,,63
"items missing  Duty free items 2029, 2040 and 2149 were missing",Duty Free Items,,63
Kindly change the SPML from VJML to FPML for her future flights,Duty Free Items,,63
Shortage of sandwiches during the light bite service category 4,Duty Free Items,,63
MrMello seat 19J was not working properly doesn't fully recline,Seals,,63
CAKE NO VEGAN    Honeymoon cake no suitable for Vegan customers,Duty Free Items,,63
"Item number 2121 Playing cards 2 missing from DF946, Drawer 06",Duty Free Items,,62
DF 511 HHC in op show no data message No counting No sell made,Duty Free Items,,62
"the HHC of duty free number 113, the 'ENTER' key isn't working",Equipment,,62
Duty free number DF544  Item 2115 missing from drawer number 8,Duty Free Items,,62
R1 Wei 437088 Sales 2200 AED Duty Free target 1600AED exceeded,Duty Free Targets,,62
DF674 Drawer 6 Item 1588 Crystal Collection by Versace missing,Duty Free Items,,62
HHC Not working       HHC 2120488 in DF141 cart is not working,Equipment,,62
item 2115 little travellers embroidery missing Drawer 8 DF 402,Duty Free Items,,62
One extra item was found in the DF cart DF item 2023 7 DF 1031,Duty Free Items,,62
"DF1012 item no,2153 missing 2items The machine was Inoperative",Duty Free Items,,62
DF497 DRAWER NO:07 MISSING ITEM: 2146 SIX PENDANTS EARRING SET,Duty Free Items,,62
HHC ET00859 that belongs to cart 410 was left outside the cart,Equipment,,62
"Missing item from duty free container 264, drawer 8, item 2115",Duty Free Items,,62
Duty free hand held computer from cart no 1060 was inoperative,Equipment,,62
